@relation unbalanced-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.3-no-replacement

@attribute WBN_GC_L_0.25 numeric
@attribute WBN_GC_H_0.25 numeric
@attribute WBN_GC_L_0.50 numeric
@attribute WBN_GC_H_0.50 numeric
@attribute WBN_GC_L_0.75 numeric
@attribute WBN_GC_H_0.75 numeric
@attribute WBN_GC_L_1.00 numeric
@attribute WBN_GC_H_1.00 numeric
@attribute WBN_EN_L_0.25 numeric
@attribute WBN_EN_H_0.25 numeric
@attribute WBN_EN_L_0.50 numeric
@attribute WBN_EN_H_0.50 numeric
@attribute WBN_EN_L_0.75 numeric
@attribute WBN_EN_H_0.75 numeric
@attribute WBN_EN_L_1.00 numeric
@attribute WBN_EN_H_1.00 numeric
@attribute WBN_LP_L_0.25 numeric
@attribute WBN_LP_H_0.25 numeric
@attribute WBN_LP_L_0.50 numeric
@attribute WBN_LP_H_0.50 numeric
@attribute WBN_LP_L_0.75 numeric
@attribute WBN_LP_H_0.75 numeric
@attribute WBN_LP_L_1.00 numeric
@attribute WBN_LP_H_1.00 numeric
@attribute XLogP numeric
@attribute PSA numeric
@attribute NumRot numeric
@attribute NumHBA numeric
@attribute NumHBD numeric
@attribute MW numeric
@attribute BBB numeric
@attribute BadGroup numeric
@attribute Outcome {Active,Inactive}

@data
-2.2179,2.1766,-2.3469,2.2944,-2.5461,2.9022,-3.0749,3.6829,-0.7778,1.1285,-1.5651,1.7733,-2.355,2.5607,-3.1462,3.3711,-0.7529,1.0324,-1.4962,1.8235,-2.2713,2.6332,-3.0553,3.4491,3.472,27.69,2,3,0,260.333,1,1,Inactive
-1.5694,1.6797,-1.8967,2.3707,-2.4304,3.1839,-3.1332,4.0353,-0.8096,1.1951,-1.6379,1.9167,-2.4719,2.7625,-3.3083,3.6304,-0.9408,1.0479,-1.6753,1.8939,-2.4801,2.761,-3.305,3.6347,0.844,135.29,1,7,5,316.265,0,0,Inactive
-1.49,1.4515,-1.8698,2.1332,-2.4349,2.9419,-3.1064,3.7818,-0.7626,1.2915,-1.5388,2.0228,-2.32,2.8413,-3.1038,3.6875,-0.8768,1.046,-1.5587,1.8507,-2.3075,2.6978,-3.079,3.5558,0.846,115.22,2,8,2,456.454,0,0,Inactive
-2.264,2.1768,-2.3845,2.3479,-2.6322,3.0344,-3.0978,3.8193,-0.7812,1.2625,-1.5735,1.9409,-2.3695,2.7211,-3.1675,3.5375,-0.9773,1.0306,-1.6722,1.8269,-2.4361,2.6485,-3.2152,3.48,2.805,85.89,5,7,2,372.421,0,1,Inactive
-1.598,2.36,-2.0556,2.7444,-2.6998,3.27,-3.3919,3.9099,-0.7559,2.4014,-1.522,2.6728,-2.2935,3.1071,-3.0683,3.8727,-0.8995,1.0682,-1.5841,1.9119,-2.29,2.7871,-3.0078,3.669,2.749,124.49,5,5,3,450.442,0,0,Inactive
-2.3814,1.8493,-2.5047,2.3084,-2.7279,3.0415,-3.2026,3.857,-0.7945,1.2228,-1.603,1.9178,-2.4164,2.7423,-3.2321,3.5947,-0.9105,1.0319,-1.6841,1.842,-2.4856,2.6858,-3.2945,3.5419,4.426,84.86,5,6,2,439.552,0,1,Inactive
-1.4542,2.2789,-1.9823,2.736,-2.7292,3.5014,-3.5518,4.374,-0.7638,2.4019,-1.5843,2.6769,-2.4573,3.264,-3.3476,4.1789,-1.0491,1.0957,-1.8608,1.992,-2.7446,2.9229,-3.6403,3.8642,2.168,141.3,5,6,2,454.361,0,1,Inactive
-2.4042,1.681,-2.5393,2.3965,-2.93,3.2891,-3.7163,4.2377,-0.8538,1.3685,-1.7267,2.2513,-2.612,3.2132,-3.5048,4.195,-0.9591,1.3601,-1.7644,2.2969,-2.6365,3.2765,-3.5272,4.2652,5.635,74.49,11,5,1,489.616,0,0,Inactive
-2.2647,1.8506,-2.3887,2.3132,-2.6394,3.0015,-3.2383,3.7907,-0.7993,1.2344,-1.6064,1.9311,-2.4177,2.7488,-3.2313,3.5967,-0.9478,1.1107,-1.7067,1.9217,-2.5021,2.7512,-3.3067,3.5941,3.023,81.7,7,6,1,411.498,0,1,Inactive
-2.3864,1.5956,-2.527,2.3528,-2.8649,3.2437,-3.6706,4.1662,-0.8671,1.3418,-1.7649,2.1667,-2.6743,3.0787,-3.5889,4.0147,-0.9579,1.1728,-1.7748,2.101,-2.6655,3.0443,-3.5743,3.993,1.95,79.23,6,7,0,430.501,0,0,Inactive
-2.1626,1.983,-2.3093,2.413,-2.6392,3.1372,-3.213,3.969,-0.7839,1.3448,-1.5796,2.1521,-2.379,3.0163,-3.18,3.8965,-0.8744,1.1479,-1.5625,1.996,-2.3126,2.8773,-3.093,3.7669,3.194,150,1,5,1,480.361,0,1,Inactive
-2.351,2.0465,-2.4891,2.5112,-3.0192,3.261,-3.7322,4.1155,-0.846,1.3207,-1.7233,2.1179,-2.6122,3.0032,-3.5063,3.9132,-0.8653,1.1566,-1.6816,2.0666,-2.5622,2.9891,-3.4558,3.9152,5.056,65.74,8,4,0,338.787,1,1,Inactive
-2.2628,2.1769,-2.3831,2.4732,-3.013,3.3707,-3.8939,4.3243,-0.8172,1.4366,-1.7272,2.3513,-2.6633,3.3244,-3.6088,4.3132,-1.0096,1.1962,-1.8874,2.1639,-2.8176,3.1524,-3.7616,4.1479,4.864,113.49,8,7,0,488.5,0,1,Inactive
-1.5304,1.3295,-1.9081,1.9324,-2.6914,2.7799,-3.5267,3.6455,-0.7601,1.5351,-1.5415,2.3644,-2.3437,3.2172,-3.1635,4.081,-1.0863,1.1057,-1.9149,1.9136,-2.758,2.749,-3.608,3.6026,2.977,74.86,6,5,1,392.565,0,0,Inactive
-1.6224,1.2619,-2.1842,2.1247,-2.9307,3.0578,-3.7603,4.0119,-0.7934,1.3977,-1.6483,2.2821,-2.5264,3.2305,-3.4139,4.1956,-1.0285,1.1897,-1.8132,2.1341,-2.6689,3.1014,-3.5483,4.0748,4.482,67.8,4,4,1,363.465,1,0,Inactive
-2.2627,1.883,-2.3826,2.4649,-3.0132,3.3641,-3.8942,4.3182,-0.8172,1.5239,-1.7272,2.3594,-2.6634,3.3302,-3.6089,4.3187,-1.0098,1.4349,-1.8876,2.1783,-2.8178,3.1611,-3.7619,4.1556,5.553,112.1,8,8,0,489.488,0,2,Inactive
-2.4093,1.5491,-2.5298,2.0938,-2.7575,2.8985,-3.5316,3.7718,-0.7826,1.5364,-1.5874,2.3702,-2.408,3.2314,-3.2408,4.1065,-1.0875,1.0799,-1.9179,1.923,-2.7639,2.7946,-3.6177,3.6794,3.009,113.19,10,8,2,473.595,0,0,Inactive
-1.473,1.6619,-1.8807,2.2914,-2.5516,3.0649,-3.3143,3.8866,-0.7717,1.3151,-1.5489,2.0762,-2.3617,2.9078,-3.1948,3.7598,-0.9003,1.0857,-1.6649,1.9168,-2.4827,2.7706,-3.3147,3.6327,2.673,91.06,7,5,2,367.449,0,0,Inactive
-1.774,1.6797,-2.2444,2.3878,-2.9305,3.274,-3.7173,4.2178,-0.8538,1.3672,-1.7269,2.2463,-2.6123,3.2042,-3.5052,4.1819,-0.9591,1.3587,-1.7644,2.2917,-2.6367,3.2674,-3.5276,4.2522,4.662,47.24,4,3,0,379.504,1,0,Inactive
-2.3865,1.8884,-2.5272,2.4325,-2.7964,3.1598,-3.2803,3.9559,-0.7924,1.2259,-1.5991,1.9269,-2.4111,2.7491,-3.2256,3.5987,-0.9098,1.0341,-1.6806,1.8444,-2.4805,2.6868,-3.2883,3.541,3.045,97.08,6,7,1,401.459,0,2,Inactive
-1.4863,2.0951,-1.8636,2.5107,-2.4305,3.1385,-3.1297,3.9022,-0.7816,1.5206,-1.583,2.1902,-2.3928,2.9288,-3.2071,3.7316,-0.8624,1.4331,-1.5913,2.0303,-2.382,2.8031,-3.1901,3.633,2.562,91.75,3,8,1,330.296,0,1,Inactive
-2.3916,1.9836,-2.5176,2.3934,-2.7477,2.9851,-3.1731,3.7571,-0.7681,1.5204,-1.5556,2.1861,-2.3508,2.9038,-3.1502,3.672,-0.8907,1.4329,-1.5968,2.0185,-2.3656,2.7592,-3.1579,3.5587,2.675,92.7,6,8,2,332.312,0,1,Inactive
-2.4002,2.407,-2.5834,2.8255,-3.0405,3.5486,-3.697,4.4123,-0.8538,2.4013,-1.7492,2.6747,-2.6563,3.1588,-3.568,4.0049,-0.9518,1.1112,-1.8105,2.0302,-2.709,2.9679,-3.6175,3.9115,4.294,57.9,5,4,0,366.291,1,0,Inactive
-2.4164,1.85,-2.5389,2.3153,-2.7728,3.0117,-3.2469,3.8092,-0.7907,1.2362,-1.5941,1.9372,-2.403,2.7567,-3.2145,3.6052,-0.9478,1.0634,-1.7069,1.8674,-2.5026,2.7002,-3.3073,3.5479,3.026,90.93,8,7,1,441.524,0,0,Inactive
-2.4001,2.0951,-2.5286,2.5065,-2.77,3.109,-3.2278,3.837,-0.7942,1.2152,-1.6006,1.8759,-2.4111,2.684,-3.2237,3.5262,-0.8338,1.0856,-1.551,1.9149,-2.3381,2.7613,-3.1415,3.6134,4.921,58.56,3,4,2,349.43,1,0,Inactive
-1.8225,1.296,-1.97,2.0014,-2.4412,2.7517,-3.0897,3.5181,-0.6981,1.1919,-1.4413,1.8476,-2.1983,2.5983,-2.9609,3.3722,-0.8708,0.8137,-1.6133,1.5598,-2.3763,2.3448,-3.1435,3.1337,1.614,55.4,3,4,1,251.326,1,1,Inactive
-1.4444,1.5308,-1.9394,2.1021,-2.7552,2.9721,-3.5947,3.885,-0.7796,1.5401,-1.5829,2.3807,-2.3985,3.253,-3.2289,4.1448,-1.0811,1.1886,-1.9106,2.0992,-2.7574,3.0221,-3.6122,3.9496,6.463,103.54,10,5,1,504.656,0,0,Inactive
-2.3988,1.8492,-2.5269,2.2968,-2.766,2.9776,-3.2467,3.7818,-0.7915,1.2233,-1.5953,1.9239,-2.4042,2.757,-3.2155,3.6181,-0.911,1.1341,-1.683,1.9538,-2.4814,2.7978,-3.2867,3.6551,5.559,64.63,6,5,1,506.042,0,1,Inactive
-1.6009,1.3396,-1.9332,1.9039,-2.4268,2.6112,-3.0166,3.3542,-0.62,1.2299,-1.2644,1.8604,-1.9255,2.5778,-2.6006,3.3259,-0.9519,0.805,-1.6072,1.4751,-2.292,2.2252,-2.984,2.9899,0.447,40.62,2,4,0,278.396,0,1,Inactive
-1.5605,1.9802,-2.0971,2.3942,-2.8241,3.2319,-3.6317,4.1386,-0.775,1.5417,-1.5879,2.3827,-2.4614,3.2625,-3.3446,4.1738,-1.1139,1.1258,-1.9448,2.0342,-2.7907,2.9727,-3.6439,3.9191,0.247,223.37,14,8,3,538.673,0,0,Inactive
-1.4641,1.5581,-1.8354,2.1664,-2.3722,2.9405,-3.075,3.762,-0.7855,1.2919,-1.5794,2.0262,-2.3766,2.8371,-3.1753,3.6734,-0.8722,1.1147,-1.5529,1.9427,-2.2519,2.7869,-3.0069,3.6384,2.791,107.61,6,5,1,343.408,0,0,Inactive
-1.4767,1.4017,-1.882,1.9409,-2.6933,2.7877,-3.5305,3.6576,-0.7762,1.5353,-1.5693,2.3652,-2.3788,3.2193,-3.2026,4.0848,-1.0863,1.1156,-1.9149,1.9372,-2.7583,2.7813,-3.609,3.6408,3.397,86.89,10,6,2,449.661,0,0,Inactive
-2.3862,1.923,-2.5074,2.4839,-3.0311,3.2613,-3.7564,4.1343,-0.8521,2.3346,-1.7364,2.4633,-2.6323,3.0351,-3.5334,3.9532,-0.8719,1.1685,-1.6997,2.0894,-2.5879,3.0232,-3.4885,3.9607,6.013,39.44,3,2,0,358.796,1,0,Inactive
-2.2506,1.8888,-2.388,2.4301,-2.6882,3.1457,-3.2434,3.9238,-0.7853,1.2246,-1.5823,1.915,-2.3853,2.7238,-3.1917,3.5609,-0.9091,1.1003,-1.6773,1.8931,-2.4728,2.708,-3.2753,3.5389,2.87,87.85,6,6,1,371.433,0,2,Inactive
-1.4607,2.079,-1.8281,2.4903,-2.3574,3.1041,-3.0693,3.9176,-0.7917,1.5209,-1.5985,2.1954,-2.4118,2.9517,-3.2286,3.7739,-0.8703,1.4339,-1.5522,2.0551,-2.3175,2.8635,-3.127,3.7157,3.256,91.75,6,8,1,306.274,0,1,Inactive
-2.4093,1.231,-2.5298,1.9506,-2.7588,2.7251,-3.1963,3.5173,-0.762,1.1725,-1.5374,1.8063,-2.3175,2.5726,-3.0997,3.3687,-0.828,1.0235,-1.533,1.7925,-2.2899,2.5868,-3.0621,3.39,3.643,38.33,4,3,1,259.349,1,1,Inactive
-1.4766,1.4017,-1.8886,1.9445,-2.7104,2.8125,-3.56,3.7016,-0.8059,1.5356,-1.6269,2.3679,-2.4606,3.2276,-3.3048,4.1015,-1.0866,1.1346,-1.9173,1.9868,-2.7651,2.8566,-3.6219,3.7377,6.737,108.95,11,5,2,494.767,0,0,Inactive
-1.4991,1.5546,-1.8886,2.0812,-2.6916,2.8776,-3.5299,3.7542,-0.7802,1.5364,-1.5815,2.3705,-2.399,3.2318,-3.2295,4.1072,-1.0875,1.0823,-1.9179,1.925,-2.7637,2.7962,-3.6172,3.6806,1.928,116.85,9,7,2,444.557,0,0,Inactive
-1.6176,1.3312,-1.9327,2.001,-2.6689,2.8588,-3.4946,3.7362,-0.7902,1.5369,-1.586,2.3724,-2.3838,3.2346,-3.1825,4.1095,-1.0952,1.1047,-1.9314,1.9206,-2.777,2.7669,-3.6258,3.632,3.525,106.34,7,6,1,554.576,0,1,Inactive
-1.5064,1.4388,-1.8791,2.0472,-2.4215,2.8274,-3.1135,3.6366,-0.7903,1.2272,-1.5908,1.8684,-2.3949,2.6323,-3.2009,3.4398,-0.8284,1.0739,-1.5164,1.8821,-2.2877,2.7045,-3.0826,3.5317,2.751,40.54,4,3,1,231.295,1,1,Inactive
-1.4641,1.5004,-1.9321,2.142,-2.7394,2.997,-3.5678,3.9037,-0.8793,1.5388,-1.7643,2.3728,-2.6516,3.2318,-3.5401,4.1062,-1.0781,1.2162,-1.9018,2.1352,-2.7403,3.0611,-3.5847,3.9903,4.492,83.14,5,6,0,460.555,0,1,Inactive
-2.2217,2.1803,-2.3528,2.3187,-2.5529,2.9663,-3.1086,3.774,-0.7807,1.2285,-1.5687,1.8817,-2.3591,2.6852,-3.1506,3.5259,-0.8337,1.1131,-1.4967,1.9326,-2.2648,2.7728,-3.0481,3.6214,5.504,57.23,10,6,0,459.542,1,0,Inactive
-1.8084,1.6556,-2.0634,2.429,-2.7985,3.3284,-3.6361,4.2645,-0.7737,1.542,-1.6279,2.4008,-2.5098,3.3154,-3.4029,4.2602,-1.11,1.1226,-1.9231,2.0596,-2.7919,3.0188,-3.6777,3.9858,-0.803,147.22,9,7,1,456.59,0,0,Inactive
-2.1609,1.7828,-2.3067,2.1976,-2.6328,2.8369,-3.2164,3.6355,-0.7943,1.2199,-1.5956,1.8706,-2.3993,2.6554,-3.2043,3.4783,-1.0626,1.0676,-1.7036,1.8788,-2.4254,2.7049,-3.1821,3.5376,1.381,80.67,2,5,1,342.391,0,1,Inactive
-2.3439,1.8505,-2.6164,2.3722,-3.0823,3.2446,-3.7513,4.164,-0.8554,1.2671,-1.7481,2.0956,-2.6512,3.0168,-3.5583,3.9556,-0.9515,1.1416,-1.7675,2.0592,-2.6533,2.9964,-3.5543,3.9401,3.059,111.91,6,7,1,491.54,0,0,Inactive
-2.4005,1.3071,-2.5306,2.0883,-2.8054,2.9311,-3.3493,3.7854,-0.7959,1.1896,-1.6061,1.8999,-2.4213,2.7353,-3.2388,3.5935,-0.9101,1.021,-1.6852,1.8409,-2.4886,2.6906,-3.2995,3.5509,3.853,61.83,3,5,0,410.51,1,1,Inactive
-2.4,1.3031,-2.5284,2.0651,-2.7729,2.949,-3.4253,3.854,-0.7882,1.3522,-1.6008,2.1711,-2.4233,3.0614,-3.25,3.9722,-1.0566,1.1414,-1.755,2.0122,-2.5351,2.9228,-3.3378,3.8423,5.654,56.15,2,3,1,452.352,1,2,Inactive
-1.523,1.3303,-1.9019,1.9337,-2.6932,2.7847,-3.5305,3.6542,-0.7762,1.5352,-1.5693,2.3649,-2.3788,3.2185,-3.2026,4.0836,-1.0863,1.1147,-1.9149,1.9353,-2.7583,2.7783,-3.609,3.6369,1.599,78.1,6,6,1,393.553,0,0,Inactive
-2.4164,1.85,-2.5388,2.315,-2.7714,3.0102,-3.2383,3.8064,-0.7904,1.2362,-1.5934,1.9368,-2.4017,2.7558,-3.2127,3.6038,-0.9477,1.0636,-1.7065,1.8684,-2.5018,2.7009,-3.306,3.5482,3.026,90.93,8,7,1,441.524,0,0,Inactive
-2.3549,1.612,-2.6122,2.3253,-2.9988,3.1861,-3.6852,4.0917,-0.826,1.3767,-1.7002,2.2197,-2.5939,3.1312,-3.4962,4.0627,-0.995,1.1668,-1.8181,2.079,-2.6988,3.0116,-3.5966,3.9521,4.104,131.53,12,5,2,558.704,0,0,Inactive
-1.6203,1.2959,-2.0658,2.0623,-2.6942,2.9468,-3.4236,3.8522,-0.7874,2.3347,-1.6002,2.4658,-2.4229,3.0717,-3.2499,3.9774,-1.0549,1.1634,-1.7501,2.0269,-2.5281,2.9345,-3.3294,3.8527,5.9,46.92,1,2,1,440.316,1,2,Inactive
-2.3603,1.9231,-2.4929,2.4839,-3.0308,3.2588,-3.7561,4.1281,-0.8521,1.3229,-1.7364,2.1292,-2.6322,3.0245,-3.5334,3.9438,-0.872,1.1593,-1.6998,2.0779,-2.588,3.0089,-3.4886,3.9436,3.456,59.75,4,4,0,335.787,1,0,Inactive
-2.785,1.2872,-3.0368,2.0445,-3.4253,2.9039,-3.9096,3.7818,-0.7694,1.5458,-1.5617,2.382,-2.3776,3.2482,-3.2097,4.1277,-1.0815,1.4342,-1.9122,2.0546,-2.7604,2.8706,-3.6167,3.7386,3.852,121.39,10,10,2,477.539,0,1,Inactive
-2.4002,1.653,-2.5297,2.3727,-2.8244,3.2379,-3.6316,4.1478,-0.7676,1.381,-1.5879,2.2366,-2.4614,3.1582,-3.3446,4.0974,-0.9944,1.1069,-1.812,2.0306,-2.68,2.9727,-3.5619,3.9207,3.164,174.32,16,8,2,596.731,0,0,Inactive
-2.261,1.8508,-2.3873,2.3157,-2.6379,3.0112,-3.1876,3.8082,-0.7895,2.3347,-1.5918,2.4622,-2.4002,2.8421,-3.2115,3.6302,-0.9477,1.1098,-1.7062,1.9196,-2.501,2.7479,-3.3047,3.5896,3.782,107,9,6,1,461.555,0,1,Inactive
-2.3815,1.8515,-2.5047,2.3323,-2.7279,3.0726,-3.1946,3.8908,-0.7946,1.2379,-1.6034,1.9436,-2.4173,2.7692,-3.2335,3.6233,-0.9479,1.0303,-1.7082,1.8397,-2.5063,2.6843,-3.3141,3.5424,1.285,120.39,9,9,2,459.495,0,1,Inactive
-1.3285,2.0643,-1.6305,2.4669,-2.2817,2.9919,-3.0469,3.5804,-0.766,1.2132,-1.5331,1.8006,-2.3006,2.4624,-3.0682,3.1918,-0.8588,1.0987,-1.5047,1.8762,-2.1633,2.6572,-2.8261,3.4398,2.629,69.56,8,4,3,265.353,1,0,Inactive
-1.4955,1.4387,-1.8785,2.0975,-2.4878,2.9039,-3.3055,3.7667,-0.8199,1.2878,-1.6404,2.0205,-2.461,2.8637,-3.2818,3.745,-0.9139,1.1613,-1.6452,2.0281,-2.4132,2.912,-3.2029,3.8046,4.748,74.76,6,6,0,578.668,0,1,Inactive
-1.437,2.3464,-1.9829,2.8438,-2.734,3.5467,-3.5605,4.385,-0.7757,2.4119,-1.5951,2.7106,-2.4687,3.2803,-3.3614,4.17,-1.034,1.0936,-1.8662,1.9827,-2.7533,2.9069,-3.6519,3.8413,3.327,95.99,3,5,2,408.258,0,1,Inactive
-2.261,2.1769,-2.3875,2.3597,-2.638,3.121,-3.1835,3.9705,-0.7985,1.5215,-1.6144,2.1967,-2.4367,2.9539,-3.2623,3.7856,-0.9485,1.4335,-1.7132,2.0347,-2.5178,2.8227,-3.3336,3.6761,4.096,142.53,10,11,1,532.571,0,2,Inactive
-2.2653,2.3924,-2.3826,2.8458,-2.6161,3.4233,-3.0766,4.0831,-0.7762,2.4014,-1.5653,2.673,-2.3593,3.0954,-3.1557,3.7557,-1.039,1.1332,-1.6742,1.9517,-2.3728,2.7954,-3.1017,3.6535,4.375,138.76,10,7,3,489.903,0,2,Inactive
-2.4011,1.5504,-2.5347,2.2443,-2.798,3.0675,-3.5664,3.936,-0.8064,1.3647,-1.6278,2.1506,-2.4595,3.0018,-3.2998,3.8786,-1.0392,1.0556,-1.8354,1.9177,-2.6768,2.8064,-3.5297,3.7044,3.731,95.96,6,7,1,460.53,0,0,Inactive
-1.5304,1.3466,-1.9349,2.1813,-2.7505,3.0725,-3.5937,3.9825,-0.7897,1.5417,-1.6192,2.3904,-2.4668,3.2758,-3.3256,4.1809,-1.0818,1.1133,-1.9157,2.0106,-2.771,2.9282,-3.637,3.8533,2.64,120.09,8,5,0,438.619,0,0,Inactive
-1.5301,1.4382,-1.9062,2.0016,-2.4171,2.7726,-3.037,3.5815,-0.7617,1.5204,-1.538,2.185,-2.3215,2.897,-3.109,3.653,-0.8826,1.4331,-1.5705,2.0229,-2.2937,2.766,-3.0577,3.56,3.028,66.48,6,7,1,357.41,1,1,Inactive
-2.4003,1.8501,-2.5293,2.3168,-2.7725,3.018,-3.2531,3.8201,-0.7918,1.2363,-1.5969,1.9387,-2.4074,2.7601,-3.2206,3.6102,-0.9483,1.0627,-1.7094,1.8643,-2.507,2.6976,-3.3134,3.5467,2.961,90.93,8,7,1,441.524,0,0,Inactive
-1.7332,1.3815,-2.1686,2.062,-2.7658,2.9194,-3.4572,3.8096,-0.8105,1.333,-1.6271,2.1411,-2.4455,3.0223,-3.2648,3.9243,-0.9829,1.2995,-1.5819,2.145,-2.3634,3.0459,-3.1691,3.9578,6.808,58.28,5,2,2,394.559,1,0,Inactive
-2.3864,1.5956,-2.527,2.3542,-2.8649,3.248,-3.6706,4.1738,-0.8671,1.3423,-1.7649,2.1705,-2.6743,3.0867,-3.5889,4.0267,-0.9579,1.1795,-1.7748,2.1113,-2.6656,3.0585,-3.5743,4.0112,4.574,64.01,7,6,0,477.605,1,0,Inactive
-2.3864,1.5982,-2.527,2.3553,-2.8639,3.2458,-3.6685,4.1679,-0.867,1.3409,-1.7648,2.1647,-2.6741,3.0762,-3.5886,4.0118,-0.9579,1.1731,-1.7748,2.1012,-2.6654,3.0442,-3.574,3.9926,3.393,72.8,10,6,1,457.615,0,0,Inactive
-2.2468,1.6184,-2.3858,2.2498,-2.7704,3.0348,-3.5653,3.8589,-0.7476,1.3639,-1.552,2.1446,-2.3822,2.9827,-3.2248,3.8399,-1.0394,0.9144,-1.8357,1.7518,-2.6758,2.6166,-3.5268,3.4883,1.745,102.13,2,5,2,261.325,0,0,Inactive
-1.7186,1.5802,-2.1939,2.368,-2.8976,3.2575,-3.7133,4.1763,-0.8326,1.3516,-1.7247,2.196,-2.6323,3.12,-3.5458,4.0633,-0.9705,1.1264,-1.8191,2.0473,-2.719,2.9914,-3.6303,3.9427,1.189,77.2,3,4,0,404.47,0,0,Inactive
-2.3988,1.8491,-2.5269,2.295,-2.766,2.9664,-3.2465,3.7559,-0.7906,1.222,-1.5936,1.9107,-2.4018,2.7278,-3.2125,3.5735,-0.9101,1.064,-1.6817,1.868,-2.4802,2.6995,-3.2854,3.5447,4.671,64.63,5,5,1,423.553,1,1,Inactive
-2.3987,1.6283,-2.5265,2.3665,-2.7909,3.2488,-3.5974,4.1713,-0.7798,1.3759,-1.6248,2.229,-2.4951,3.154,-3.3757,4.0983,-1.1097,1.1256,-1.847,2.053,-2.6943,2.9996,-3.5673,3.9527,1.518,121.77,11,6,1,456.568,0,0,Inactive
-1.3097,2.0952,-1.6336,2.51,-2.3189,3.1356,-3.1135,3.9018,-0.7993,1.5204,-1.6155,2.1886,-2.4382,2.9204,-3.2644,3.7165,-0.8405,1.4334,-1.5936,2.0398,-2.404,2.8294,-3.2261,3.6712,4.795,66.4,3,6,2,340.379,1,1,Inactive
-2.2477,1.8625,-2.385,2.3481,-2.7699,3.08,-3.5648,3.8904,-0.7474,1.364,-1.5516,2.1448,-2.3817,2.9832,-3.2242,3.8406,-1.0393,0.917,-1.8352,1.7551,-2.6751,2.6203,-3.5259,3.4923,2.794,85.34,3,5,1,276.336,0,0,Inactive
-2.3865,1.8502,-2.5272,2.3208,-2.7963,3.0393,-3.2737,3.8546,-0.794,1.2378,-1.6022,1.9449,-2.4155,2.7713,-3.2313,3.626,-0.9479,1.0341,-1.708,1.8455,-2.5058,2.6907,-3.3131,3.5492,2.25,100.16,8,8,1,457.523,0,0,Inactive
-1.7989,1.976,-2.076,2.6391,-2.7873,3.4892,-3.6119,4.3949,-0.7143,1.4633,-1.5792,2.3676,-2.4776,3.3169,-3.387,4.2785,-1.0069,1.3424,-1.8593,2.2052,-2.7549,3.1394,-3.663,4.0935,2.834,85.15,4,4,0,321.381,0,0,Inactive
-2.3983,1.5497,-2.5261,2.1335,-2.7799,2.9501,-3.5316,3.8142,-0.7826,1.5365,-1.5874,2.3708,-2.408,3.2326,-3.2408,4.1087,-1.0875,1.0769,-1.9179,1.9209,-2.7639,2.7949,-3.6177,3.6822,2.501,122.42,10,9,2,489.594,0,0,Inactive
-2.3564,2.0643,-2.4913,2.5107,-3.0297,3.2643,-3.7532,4.1307,-0.8472,1.3231,-1.7262,2.1316,-2.6172,3.0294,-3.5138,3.9515,-0.8715,1.1628,-1.6958,2.0839,-2.5796,3.0177,-3.4759,3.9551,5.716,65.74,5,4,0,398.842,1,0,Inactive
-1.4655,1.497,-1.9561,1.9868,-2.7218,2.8155,-3.5602,3.7123,-0.8391,1.2262,-1.7029,1.9851,-2.5739,2.8619,-3.4479,3.7591,-0.8632,1.1609,-1.6324,2.0513,-2.4814,2.9525,-3.3474,3.8577,4.88,67.29,5,2,1,382.916,1,0,Inactive
-2.254,1.7847,-2.3862,2.2156,-2.7133,2.8736,-3.4285,3.6766,-0.8275,1.5508,-1.6576,2.2119,-2.4884,2.8935,-3.3197,3.6336,-1.0497,1.4322,-1.6329,1.9815,-2.3923,2.7908,-3.1994,3.6461,4.57,99.13,6,9,1,457.479,0,1,Inactive
-2.2595,1.8513,-2.3867,2.3177,-2.6371,3.0159,-3.2703,3.8198,-0.8158,1.2367,-1.6341,1.9446,-2.4539,2.7796,-3.2748,3.6459,-0.9477,1.1607,-1.7062,2.0113,-2.5009,2.8721,-3.3048,3.74,3.555,90.93,9,7,1,489.568,0,1,Inactive
-1.5359,1.628,-2.0675,2.3656,-2.7908,3.2477,-3.5974,4.1702,-0.7799,1.3758,-1.6248,2.2288,-2.4951,3.1541,-3.3757,4.0986,-1.1097,1.1356,-1.8469,2.0585,-2.6943,3.0047,-3.5673,3.9578,2.239,112.54,9,5,1,460.987,0,0,Inactive
-2.2638,2.2051,-2.3841,2.5263,-2.6337,3.0583,-3.1342,3.7822,-0.7834,2.4012,-1.5719,2.6711,-2.3635,3.0788,-3.1571,3.6638,-0.9758,1.1007,-1.6695,1.9012,-2.4317,2.715,-3.2068,3.537,3.126,58.64,7,5,1,370.371,1,1,Inactive
-2.2637,1.8882,-2.3882,2.4291,-2.69,3.1457,-3.2898,3.9269,-0.807,1.2238,-1.6193,1.9175,-2.4345,2.7357,-3.2516,3.5837,-0.9093,1.1199,-1.6784,1.9441,-2.4758,2.7823,-3.2812,3.6301,4.357,78.62,4,5,1,369.461,0,2,Inactive
-2.3825,1.8887,-2.5087,2.3394,-2.8055,3.0631,-3.3481,3.9041,-0.7953,1.2303,-1.6052,1.9575,-2.4204,2.81,-3.238,3.6871,-0.9082,1.1389,-1.6818,1.9717,-2.4839,2.832,-3.2938,3.706,5.794,78.9,5,6,0,535.036,0,1,Inactive
